Interval,Sv_mean,NASC,Height_mean,Date_M,Time_M
2555137,-56.829148,2788.259323,31.171387,20180801, 00:05:18.3100
2555138,-74.693015,45.126289,30.848871,20180801, 00:14:59.3100
2555139,-79.938653,13.478356,30.832614,20180801, 00:24:59.2800
2555140,-999,0,30.722013,20180801, 00:34:59.2500
2555141,-999,0,30.52547,20180801, 00:44:59.2500
2555142,-69.042553,165.937094,30.882112,20180801, 00:54:59.2500
2555143,-80.921969,10.79628,30.972708,20180801, 01:04:59.2500
2555144,-79.074665,16.377276,30.705514,20180801, 01:14:59.2500
2555145,-999,0,31.217298,20180801, 01:24:59.2300
2555146,-999,0,31.527524,20180801, 01:34:59.2000
2555147,-73.539365,58.789872,30.813939,20180801, 01:44:59.1900
2555148,-999,0,31.329773,20180801, 01:54:59.1900
2555149,-94.061698,0.532575,31.481773,20180801, 02:04:59.2000
2555150,-97.543182,0.24032,31.667618,20180801, 02:14:59.1900
2555151,-999,0,32.226363,20180801, 02:24:59.1800
2555152,-999,0,32.234159,20180801, 02:34:59.1400
2555153,-113.000342,0.00701,32.454514,20180801, 02:44:59.1200
2555154,-74.713295,47.444919,32.585724,20180801, 02:54:59.1200
2555155,-77.495288,25.065459,32.667254,20180801, 03:04:59.1200
2555156,-92.956851,0.712588,32.66115,20180801, 03:14:59.1200
2555157,-78.97209,17.858311,32.700737,20180801, 03:24:59.1200
2555158,-84.737159,4.733257,32.687682,20180801, 03:34:59.1000
2555159,-84.446303,5.056898,32.660485,20180801, 03:44:59.0600
2555160,-67.394403,256.374499,32.645497,20180801, 03:54:59.0600
2555161,-85.012731,4.405839,32.419763,20180801, 04:04:59.0600
2555162,-78.229249,21.088877,32.545171,20180801, 04:14:59.0600
2555163,-82.278248,8.331612,32.663447,20180801, 04:24:59.0600
2555164,-76.458502,31.670179,32.509392,20180801, 04:34:59.0500
2555165,-78.12493,21.326789,32.131174,20180801, 04:44:59.0100
2555166,-72.750598,73.542348,32.14441,20180801, 04:54:59.0000
2555167,-80.650027,11.843333,31.914264,20180801, 05:04:59.0000
2555168,-82.565841,7.736538,32.407011,20180801, 05:14:59.0000
