Interval,Sv_mean,NASC,Height_mean,Date_M,Time_M
2558161,-68.857347,102.002298,18.190841,20180822, 00:04:59.5600
2558162,-69.45055,87.627817,17.914521,20180822, 00:14:59.5600
2558163,-68.620901,103.973262,17.559813,20180822, 00:24:59.5600
2558164,-69.365205,86.919652,17.42395,20180822, 00:34:59.5700
2558165,-70.479856,68.766285,17.818426,20180822, 00:44:59.5600
2558166,-69.802499,79.054014,17.525968,20180822, 00:54:59.5300
2558167,-69.651316,84.111776,18.009287,20180822, 01:04:59.4900
2558168,-70.92175,62.510868,17.932411,20180822, 01:14:59.4900
2558169,-70.185197,73.889632,17.890044,20180822, 01:24:59.4900
2558170,-71.163632,57.214304,17.353057,20180822, 01:34:59.4900
2558171,-70.567682,66.708682,17.638382,20180822, 01:44:59.4900
2558172,-71.461472,53.479178,17.371611,20180822, 01:54:59.4900
2558173,-71.816611,47.869502,16.874392,20180822, 02:04:59.4400
2558174,-73.66177,31.358082,16.905759,20180822, 02:14:59.4400
2558175,-71.589307,51.208017,17.130768,20180822, 02:24:59.4300
2558176,-72.262819,43.093193,16.834443,20180822, 02:34:59.4300
2558177,-71.560578,51.109416,16.985053,20180822, 02:44:59.4300
2558178,-69.389377,84.419125,17.017145,20180822, 02:54:59.4300
2558179,-68.606289,99.752808,16.790444,20180822, 03:04:59.4000
2558180,-68.065854,114.173869,16.969158,20180822, 03:14:59.3700
2558181,-66.549641,153.594846,16.100852,20180822, 03:24:59.3700
2558182,-67.489853,125.684577,16.359706,20180822, 03:34:59.3700
2558183,-67.745993,118.29805,16.333718,20180822, 03:44:59.3700
2558184,-66.716104,149.556851,16.290142,20180822, 03:54:59.3700
2558185,-69.541915,77.983813,16.281862,20180822, 04:04:59.3500
2558186,-80.874818,5.69047,16.148719,20180822, 04:14:59.3100
2558187,-77.408997,12.7695,16.314801,20180822, 04:24:59.3100
2558188,-70.404448,63.374358,16.138626,20180822, 04:34:59.3100
2558189,-75.212956,21.381184,16.475383,20180822, 04:44:59.3100
