Interval,Sv_mean,NASC,Height_mean,Date_M,Time_M
2555137,-56.682647,2883.920537,31.171387,20180801, 00:05:18.3100
2555138,-69.014868,166.818541,30.848871,20180801, 00:14:59.3100
2555139,-69.7214,141.69748,30.832614,20180801, 00:24:59.2800
2555140,-70.651473,113.970959,30.722013,20180801, 00:34:59.2500
2555141,-71.044926,103.43359,30.52547,20180801, 00:44:59.2500
2555142,-66.445502,301.750918,30.882112,20180801, 00:54:59.2500
2555143,-70.410846,121.446899,30.972708,20180801, 01:04:59.2500
2555144,-70.176669,127.069505,30.705514,20180801, 01:14:59.2500
2555145,-70.79332,112.086975,31.217298,20180801, 01:24:59.2300
2555146,-71.077714,106.025487,31.527524,20180801, 01:34:59.2000
2555147,-68.946075,169.290111,30.813939,20180801, 01:44:59.1900
2555148,-71.204596,102.326831,31.329773,20180801, 01:54:59.1900
2555149,-72.800834,71.197971,31.481773,20180801, 02:04:59.2000
2555150,-74.73676,45.859702,31.667618,20180801, 02:14:59.1900
2555151,-76.524357,30.921991,32.226363,20180801, 02:24:59.1800
2555152,-76.065949,34.372668,32.234159,20180801, 02:34:59.1400
2555153,-75.398753,40.354467,32.454514,20180801, 02:44:59.1200
2555154,-70.710546,119.25171,32.585724,20180801, 02:54:59.1200
2555155,-72.917654,71.918248,32.667254,20180801, 03:04:59.1200
2555156,-77.482731,25.133342,32.66115,20180801, 03:14:59.1200
2555157,-74.542408,49.523182,32.700737,20180801, 03:24:59.1200
2555158,-73.918292,57.154022,32.687682,20180801, 03:34:59.1000
2555159,-74.664616,48.089783,32.660485,20180801, 03:44:59.0600
2555160,-66.609565,307.155722,32.645497,20180801, 03:54:59.0600
2555161,-76.121666,34.129904,32.419763,20180801, 04:04:59.0600
2555162,-71.668514,95.527188,32.545171,20180801, 04:14:59.0600
2555163,-74.484224,50.13389,32.663447,20180801, 04:24:59.0600
2555164,-72.561152,77.693635,32.509392,20180801, 04:34:59.0500
2555165,-73.091285,67.965714,32.131174,20180801, 04:44:59.0100
2555166,-70.72492,117.247961,32.14441,20180801, 04:54:59.0000
2555167,-75.90533,35.313734,31.914264,20180801, 05:04:59.0000
2555168,-74.955863,44.621535,32.407011,20180801, 05:14:59.0000
2555169,-77.27806,26.171966,32.445207,20180801, 05:24:59.0000
2555170,-72.435941,79.038702,32.132316,20180801, 05:35:00.0000
2555171,-76.506397,30.946766,32.119086,20180801, 05:44:59.9600
2555172,-72.401029,79.085893,31.894078,20180801, 05:54:59.9400
2555173,-71.198155,103.801439,31.73416,20180801, 06:04:59.9400
2555174,-73.881943,55.317075,31.373408,20180801, 06:14:59.9400
2555175,-69.792199,142.594406,31.537738,20180801, 06:24:59.9400
2555176,-76.046681,33.393186,31.176987,20180801, 06:34:59.9400
2555177,-77.572654,23.200401,30.780033,20180801, 06:44:59.9200
2555178,-74.799449,43.910178,30.762264,20180801, 06:54:59.8800
2555179,-70.492906,116.854296,30.369904,20180801, 07:04:59.8700
2555180,-71.801485,86.999199,30.56131,20180801, 07:14:59.8700
2555181,-77.53684,23.151831,30.463341,20180801, 07:24:59.8700
2555182,-76.249452,31.385727,30.703338,20180801, 07:34:59.8700
2555183,-71.448637,93.717532,30.352377,20180801, 07:44:59.8700
2555184,-73.309945,60.060966,29.860356,20180801, 07:54:59.8300
2555185,-73.320728,60.308434,30.057926,20180801, 08:04:59.8100
2555186,-76.577163,28.372507,29.931067,20180801, 08:14:59.8100
2555187,-75.398854,37.222827,29.936628,20180801, 08:24:59.8100
2555188,-71.716636,86.524186,29.806385,20180801, 08:34:59.8200
2555189,-73.668518,54.893828,29.640363,20180801, 08:44:59.8100
2555190,-75.807565,33.583298,29.674813,20180801, 08:54:59.7800
2555191,-76.445899,28.802236,29.479781,20180801, 09:04:59.7500
2555192,-77.478848,23.065432,29.947083,20180801, 09:14:59.7500
2555193,-81.893918,8.424179,30.229266,20180801, 09:24:59.7500
2555194,-79.999162,12.983539,30.117396,20180801, 09:34:59.7600
2555195,-79.146353,15.709265,29.943276,20180801, 09:44:59.7500
2555196,-76.014837,32.235814,29.876553,20180801, 09:54:59.7400
2555197,-69.590996,142.025954,29.989934,20180801, 10:04:59.7100
2555198,-75.032237,41.167392,30.428831,20180801, 10:14:59.6900
